"Name","Race","Gender","Class","Realm","Guild","AchievementPoints","HonorableKills","Faction","AppearanceCount","CharacterAge","PlayedTime","AchievementsTotal","ilvl"
"Aithne",10,1,5,"Evermoon","Kawaii Pandas",16630,15135,"Horde",3254,"13 years 10 months 13 days",19736902,20040,851.87
"Genes",1,0,6,"Evermoon","New World Order",16610,11666,"Alliance",3112,"12 years 8 months 28 days",20035764,19250,843
"Xth",8,1,7,"Evermoon","Impaired",16600,2398,"Horde",4769,"1 years 9 months 23 days",7091677,19245,856.2
"Icecoolqt",4,1,11,"Tauri","DragonWolves",16595,132913,"Alliance",1724,"13 years 1 months 30 days",28343915,20890,843.06
"Allisa",2,1,6,"Evermoon","Endless",16590,10219,"Horde",3154,"7 years 4 months 28 days",23166603,21625,854.75
"Lunaroja",1,1,1,"Evermoon","Arco Latinos",16565,1252,"Alliance",2590,"6 years 3 months 7 days",20595001,20660,842.81
"Verbalkint",10,0,2,"Tauri","Darkey Mort",16560,19303,"Horde",2365,"17 years 6 months 30 days",31583542,19405,797.44
"Villo",1,1,8,"Tauri","Immortal",16555,115310,"Alliance",1453,"17 years 4 months 22 days",49040045,19340,
"Rana",1,1,2,"Tauri","Killepitsch",16535,95194,"Alliance",1411,"17 years 6 months 5 days",30768548,-1,
"Soaruu",4,1,3,"Tauri","Outlaws",16525,14260,"Alliance",2161,"15 years 9 months 28 days",21671741,22280,
"Cicámqu",8,1,11,"Evermoon","Wipes on Tresh",16485,15449,"Horde",3049,"6 years 1 months 23 days",11667630,19115,848.5
"Brim",10,1,2,"Tauri","",16455,29962,"Horde",2087,"16 years 5 months 18 days",25363624,19240,
"Reâper",1,0,5,"Tauri","BOOSTED",16435,41960,"Alliance",2227,"13 years 2 months 16 days",20977544,19570,848.07
"Zaarkath",10,0,2,"WoD","Mythic",16390,55358,"Horde",2419,"14 years 8 months 1 days",30492751,20220,
"Druvuid",8,0,11,"WoD","",16385,20180,"Horde",1629,"15 years 5 months 6 days",21433702,22845,
"Katjusha",11,1,2,"Tauri","Champion of Alliance",16385,19552,"Alliance",2513,"17 years 7 months 1 days",50865335,20745,843.44
"Evangela",10,1,8,"Tauri","Immortal Souls",16385,3089,"Horde",2259,"9 years 1 months 15 days",16971806,19365,851.4
"Mograine",1,0,6,"Evermoon","Хранители Вечности",16380,8744,"Alliance",2174,"10 years 0 months 30 days",11803467,21975,841.13
"Daveeý",3,0,4,"Evermoon","",16370,52194,"Alliance",1829,"14 years 5 months 22 days",30136654,19420,
"Zsolthion",8,1,8,"Evermoon","Solo Leveling",16335,53312,"Horde",1896,"12 years 8 months 5 days",19934149,19295,851.53
"Anxxiety",1,0,4,"Evermoon","Anxiety Attack",16335,8745,"Alliance",1939,"7 years 5 months 4 days",11387756,-1,
"Löwefell",10,0,8,"Evermoon","Pantheon",16325,120897,"Horde",1680,"17 years 7 months 2 days",49894489,24130,
"Jolkoo",22,0,11,"Evermoon","",16325,27939,"Alliance",1635,"7 years 8 months 5 days",13223795,23785,
"Oceanborn",11,1,8,"Evermoon","Army of Divergent",16295,6481,"Alliance",3279,"1 years 5 months 28 days",11946979,18990,851.19
"Capitello",10,0,4,"Evermoon","Zsibbadt egerek",16290,44645,"Horde",1484,"16 years 2 months 0 days",21719895,19060,
"Eilah",4,1,1,"Evermoon","Army of Divergent",16280,8142,"Alliance",3587,"4 years 7 months 19 days",11828640,20340,849.19
"Octillion",8,0,3,"Evermoon","Vistustan",16280,4847,"Horde",4435,"9 years 1 months 18 days",11869848,22060,852.8
"Jukile",10,0,2,"WoD","Inquisition",16265,37837,"Horde",1676,"15 years 7 months 19 days",28341944,19570,
"Uste",1,0,1,"Tauri","CENZORED",16265,14825,"Alliance",2659,"13 years 0 months 8 days",15855366,18720,
"Boldizsar",1,0,4,"Tauri","Reunited",16265,7180,"Alliance",2778,"11 years 11 months 22 days",11706213,19350,
"Døñtçrýßïtçh",1,1,3,"Tauri","Bad Choice",16235,171367,"Alliance",0,"15 years 2 months 3 days",52195147,-1,
"Tirandola",4,1,11,"Tauri","CENZORED",16225,121705,"Alliance",0,"16 years 4 months 30 days",44090958,-1,
"Shayne",10,1,6,"Evermoon","Competence Optional",16220,10404,"Horde",2470,"6 years 0 months 17 days",13805427,19315,852.5
"Allindar",10,0,2,"Tauri","Legends Never Die",16215,132914,"Horde",0,"15 years 9 months 4 days",95448490,-1,
"Frosthawk",1,1,8,"Evermoon","Leviathan",16215,2432,"Alliance",1646,"5 years 6 months 7 days",11043607,19020,
"Froosy",3,0,3,"Evermoon","Fekete Hold",16205,54684,"Alliance",2507,"17 years 1 months 30 days",21371106,18930,854.07
"Sample",1,1,2,"Tauri","Bad Choice",16195,262107,"Alliance",0,"17 years 6 months 8 days",52263327,-1,
"Maya",25,1,10,"Evermoon","Legion Force",16180,2804,"Alliance",2218,"7 years 5 months 11 days",13194168,21365,850.31
"Alphashriek",11,1,8,"Evermoon","Joy Division",16175,82794,"Alliance",0,"11 years 9 months 2 days",27116205,-1,
"Nornotur",6,0,7,"Evermoon","Servants of Odin",16155,667,"Horde",2944,"6 years 1 months 11 days",8501706,19040,825.06
"Stareyes",10,0,2,"Evermoon","Endless",16150,42957,"Horde",1774,"17 years 2 months 5 days",34027521,19145,775.56
"Kruvia",4,1,3,"Evermoon","Last Whisper",16145,97003,"Alliance",1945,"16 years 0 months 10 days",22117600,19935,778.73
"Stolendream",11,1,7,"Tauri","Reunited",16145,55819,"Alliance",0,"13 years 3 months 30 days",26923628,-1,
"Kilián",1,0,8,"Evermoon","Fekete Hold",16125,26203,"Alliance",2283,"11 years 3 months 30 days",10529525,19025,852.88
"Dantebb",6,0,11,"Evermoon","Rycerze Ortalionu",16125,5299,"Horde",2544,"10 years 2 months 28 days",12622522,19050,822.5
"Lifen",26,1,10,"Evermoon","Impact",16115,648,"Horde",2776,"6 years 4 months 3 days",10712457,18795,793.44
"Woofer",11,1,7,"Tauri","Lighting Darkness",16105,20328,"Alliance",3225,"17 years 6 months 30 days",20709411,18785,851.56
"Kentnyoc",4,1,5,"Tauri","BOOSTED",16100,17347,"Alliance",2166,"15 years 8 months 10 days",14628601,19110,854.53
"Mohenjodaro",8,1,7,"Tauri","Dark Synergy",16095,167054,"Horde",0,"11 years 9 months 9 days",29691969,-1,
"Nalinia",4,1,11,"Tauri","Reunited",16095,73793,"Alliance",0,"11 years 0 months 9 days",24720574,-1,
"Bujakashaa",10,0,2,"Tauri","Angels of Faith",16085,43536,"Horde",2863,"15 years 1 months 12 days",13865112,22320,774.19
"Divix",2,1,6,"Evermoon","",16075,93034,"Horde",0,"10 years 7 months 0 days",32336787,-1,
"Lightspire",1,1,2,"Tauri","League of Gladiators",16075,11153,"Alliance",2152,"17 years 4 months 20 days",9185268,19660,849.06
"Losiel",1,1,2,"Evermoon","Test Drive",16075,2186,"Alliance",2169,"6 years 7 months 7 days",15276498,18520,
"Fattyugecy",10,0,8,"Tauri","Death Vengeance",16045,1920,"Horde",2573,"6 years 7 months 24 days",12540074,19205,800
"Rókás",1,1,4,"Tauri","Outlaws",16030,24116,"Alliance",2167,"17 years 7 months 1 days",27061186,19395,851.81
"Skektek",8,0,5,"Evermoon","Reforged",16020,12656,"Horde",2171,"6 years 9 months 6 days",8876566,18830,847.2
"Angelrune",1,1,5,"Tauri","Angel Rune",16020,3107,"Alliance",1755,"6 years 9 months 9 days",11014985,20110,
"Dcuatro",1,0,10,"Evermoon","Cara Máxima",16010,7715,"Alliance",2321,"5 years 5 months 26 days",9144800,19115,849.56
"Ineverdie",7,0,1,"Tauri","Live for the Kill",16005,236968,"Alliance",3529,"15 years 1 months 12 days",41116265,18945,847.59
"Drakoxd",4,0,3,"Evermoon","Yin Yang",16005,20307,"Alliance",2715,"4 years 9 months 18 days",9892994,18355,848
"Oligocén",6,0,7,"Tauri","Public Enemies",16000,6845,"Horde",2319,"14 years 5 months 12 days",18182184,20260,826.38
"Norton",1,0,2,"Evermoon","Defiance",15990,1837,"Alliance",3507,"11 years 0 months 19 days",11395937,20130,
"Fujimo",4,0,11,"Tauri","Outlaws",15985,41345,"Alliance",1806,"14 years 6 months 1 days",38937709,19545,431.57
"Querter",8,0,11,"Evermoon","Vistustan",15985,3732,"Horde",3461,"1 years 4 months 30 days",8318962,18520,854.38
"Dotlock",10,1,9,"Evermoon","Competence Optional",15965,16364,"Horde",2119,"14 years 7 months 24 days",10094624,22550,
"Mazwaz",8,1,3,"Evermoon","Shadow Hunters",15965,2422,"Horde",3021,"4 years 5 months 17 days",7559506,18905,851.4
"Merethyl",4,0,8,"Evermoon","Crows at Midnight",15960,14465,"Alliance",2542,"5 years 5 months 13 days",18532870,18675,855.6
"Juggernautz",10,1,1,"Tauri","Infernum",15955,77195,"Horde",0,"17 years 7 months 1 days",47929572,-1,
"Ryana",10,1,9,"Tauri","Blade of Justice",15955,11991,"Horde",1904,"17 years 6 months 30 days",11574057,18500,834.6
"Dekker",8,1,11,"Tauri","",15950,48155,"Horde",1678,"14 years 2 months 27 days",39792965,18665,
"Láál",2,0,1,"WoD","",15945,123308,"Horde",0,"15 years 11 months 8 days",28052210,-1,
"Rhythm",4,1,5,"Tauri","BOOSTED",15940,12484,"Alliance",1791,"16 years 3 months 20 days",21344507,-1,
"Avereal",22,0,11,"Evermoon","Bekarty Przymierza",15930,4329,"Alliance",2774,"12 years 10 months 25 days",5998089,18005,
"Honadal",8,0,11,"Tauri","The Executioners Of Sargeras",15920,162982,"Horde",2744,"16 years 4 months 20 days",39319188,18845,849.75
"Thaerick",10,0,2,"Tauri","Unbound",15920,50380,"Horde",1440,"16 years 9 months 17 days",31089576,19630,
"Meleebola",1,1,6,"Evermoon","Farming is ALL we do",15915,57890,"Alliance",1515,"15 years 1 months 9 days",38580082,20045,
"Hurly",1,0,8,"WoD","Eterno",15910,112602,"Alliance",3147,"15 years 7 months 20 days",21047508,21120,850.53
"Stefanosxios",6,0,11,"Evermoon","Diamond Dogs",15910,36069,"Horde",2061,"4 years 4 months 3 days",9377510,18185,
"Hopee",10,0,2,"Tauri","Seekers of the Self",15905,61402,"Horde",2591,"16 years 1 months 20 days",15131090,22015,850.25
"Bobthemighty",8,0,5,"Tauri","Guild of Multiverse",15905,18808,"Horde",2033,"7 years 2 months 15 days",10654949,19380,855.27
"Hussy",10,1,2,"Tauri","Guildless",15905,7135,"Horde",2614,"12 years 5 months 30 days",18010316,18210,845.13
"Pathorian",4,0,11,"Evermoon","Heralds of Argus",15905,673,"Alliance",3107,"6 years 4 months 4 days",5981035,20045,845.75
"Matredran",1,0,5,"Tauri","",15900,5566,"Alliance",3773,"15 years 8 months 10 days",22095516,18655,844.8
"Chatie",10,0,6,"Tauri","Infernum",15890,5671,"Horde",2162,"15 years 1 months 18 days",12891215,18380,785.19
"Vikicicä",9,1,9,"Evermoon","Solo Leveling",15885,7765,"Horde",1331,"3 years 7 months 24 days",16565085,23405,798.8
"Wowkrisz",22,0,6,"Tauri","Reunited",15870,8359,"Alliance",1869,"9 years 5 months 27 days",13936890,18475,
"Vroomvroom",9,0,7,"Tauri","Gopniki",15870,4272,"Horde",3041,"11 years 5 months 28 days",20983215,18995,817.25
"Permaban",10,1,2,"Evermoon","",15865,28228,"Horde",0,"7 years 11 months 2 days",31380910,-1,
"Xhendra",1,1,1,"Evermoon","Jade Vault",15865,27568,"Alliance",0,"8 years 9 months 28 days",20336896,-1,
"Tandera",10,1,3,"Tauri","Infernum",15860,13818,"Horde",2706,"13 years 9 months 16 days",32688713,18545,830.27
"Einsterolol",6,0,3,"Tauri","HalálSzárny",15855,48397,"Horde",2407,"13 years 11 months 23 days",12083996,18690,851.63
"Astroid",10,1,2,"Evermoon","Искатели легенд",15855,47917,"Horde",1395,"6 years 0 months 5 days",13820404,19385,854.69
"Rrøss",5,0,8,"Tauri","Legends Never Die",15855,32187,"Horde",1354,"11 years 10 months 8 days",10971678,-1,
"Kreinero",8,1,8,"Evermoon","",15855,3649,"Horde",2066,"7 years 0 months 19 days",12385521,19135,
"Cøøldeath",1,0,6,"Evermoon","",15845,97038,"Alliance",0,"17 years 3 months 20 days",33429001,-1,
"Drunk",1,0,1,"Tauri","Champion of Alliance",15825,115073,"Alliance",2049,"17 years 7 months 2 days",116542818,20135,
"Banduli",22,0,1,"Tauri","Nonsense",15815,6037,"Alliance",2702,"10 years 3 months 7 days",15595508,-1,
"Zénø",1,1,2,"Tauri","THUG LIFE",15805,54870,"Alliance",1449,"17 years 6 months 30 days",35037481,-1,
"Skirata",6,0,11,"Tauri","",15805,26662,"Horde",2521,"12 years 4 months 27 days",11406894,18005,849.06
"Scrines",11,1,7,"Tauri","",15805,19812,"Alliance",0,"10 years 11 months 25 days",24971751,-1,
"Kodiaq",2,0,4,"Evermoon","",15790,80959,"Horde",2101,"17 years 7 months 2 days",49441087,19200,849.31
"Irumyuui",25,1,10,"Tauri","Angel Rune",15790,6730,"Alliance",2308,"8 years 1 months 21 days",17513628,18785,852.19
"Tryanos",1,0,1,"Tauri","Lighting Darkness",15790,5461,"Alliance",2653,"10 years 7 months 28 days",15236221,18140,
"Saskeutiha",7,1,1,"Evermoon","gulag",15785,4297,"Alliance",3431,"2 years 2 months 27 days",7424534,17665,853.13
"Vityax",10,1,3,"Evermoon","Endless",15770,3037,"Horde",3478,"1 years 6 months 2 days",4234484,18205,855.07
"Enthorial",4,0,6,"Evermoon","Ace Of Spades",15770,424,"Alliance",3097,"5 years 2 months 25 days",10662769,19405,851.5
"Synur",10,0,8,"Tauri","KIN Allstars",15760,34504,"Horde",2344,"17 years 6 months 22 days",33167827,18350,799.13
"Hercegnõ",10,1,5,"Tauri","Il ll ALMYGHT ll ll",15755,23421,"Horde",1963,"12 years 8 months 12 days",23457075,19340,851.73
"Jégpárduc",4,1,11,"Tauri","Syndicate of Resistance",15745,164830,"Alliance",1804,"17 years 0 months 6 days",32746462,-1,
"Stradivari",8,0,3,"Evermoon","Искатели легенд",15740,7010,"Horde",2244,"6 years 1 months 18 days",8492991,18245,852.81
"Høløscenic",2,0,7,"Tauri","Public Enemies",15735,52196,"Horde",0,"11 years 9 months 18 days",27250537,-1,
"Freebooter",2,0,4,"Evermoon","The Legionfall",15735,12620,"Horde",3446,"10 years 8 months 7 days",14712982,20165,852.88
"Jaeni",6,1,11,"Evermoon","Servants of Odin",15735,818,"Horde",2705,"6 years 1 months 11 days",7934041,18705,799.38
"Rasalgoul",8,0,5,"Evermoon","",15720,28066,"Horde",1380,"16 years 6 months 14 days",39850025,23175,
"Stigmata",4,1,11,"Tauri","Last Whisper",15715,22897,"Alliance",1917,"15 years 9 months 27 days",20341109,22920,
"Astrapulvis",2,0,1,"Evermoon","Orion",15715,5693,"Horde",4079,"7 years 1 months 5 days",7855280,18145,845.44
"Csodafiu",6,0,1,"Evermoon","Aurora",15715,2151,"Horde",3428,"16 years 7 months 21 days",13345678,19425,
"Ottokhaan",11,0,7,"Evermoon","Ace Of Spades",15710,10983,"Alliance",1947,"5 years 9 months 16 days",6312673,18825,849.19
"Nyavajás",11,1,7,"Tauri","Dawnguard",15700,4470,"Alliance",1962,"14 years 6 months 25 days",14474826,-1,
"Alementalist",8,1,7,"Evermoon","Who Cares",15695,1590,"Horde",3300,"7 years 7 months 4 days",14756375,19790,852.44
"Menion",1,0,2,"Evermoon","Buccaneers Federated",15690,967,"Alliance",3040,"2 years 0 months 24 days",7323942,19115,851.5
"Bulma",10,1,2,"Tauri","Unbound",15685,81306,"Horde",0,"17 years 7 months 2 days",40718922,-1,
"Hurtie",11,0,6,"Evermoon","Aftermath",15685,2665,"Alliance",1814,"6 years 7 months 7 days",11611047,20835,
"Notesz",4,1,5,"Evermoon","",15680,3545,"Alliance",2599,"5 years 3 months 15 days",5022885,18240,844.81
"Cleetus",8,0,6,"Tauri","Seekers of the Self",15670,48929,"Horde",1927,"14 years 3 months 13 days",24722465,18390,
"Fikor",25,0,7,"Evermoon","Far Beyond Insanity",15655,12765,"Alliance",2977,"8 years 8 months 3 days",16223259,23095,849.88
"Jaynexis",10,1,9,"Evermoon","",15650,594,"Horde",1995,"7 years 6 months 4 days",16664861,18240,790.47
"Vestris",10,0,3,"Tauri","Public Enemies",15645,43989,"Horde",0,"13 years 10 months 23 days",24685658,-1,
"Malfuriano",8,0,11,"Evermoon","Punishers",15645,35021,"Horde",3026,"5 years 4 months 21 days",11242785,22260,852.81
"Legendary",1,1,9,"Evermoon","Defiance",15640,41881,"Alliance",1884,"7 years 1 months 5 days",16898163,23925,752.53
"Axuni",8,1,9,"Evermoon","STUNLØCK SØCIETY",15640,34442,"Horde",2624,"14 years 0 months 6 days",11751226,22775,850.8
"Attika",8,0,11,"Tauri","",15625,86881,"Horde",0,"17 years 7 months 2 days",32107368,-1,
"Lorellr",2,1,1,"Tauri","Unbound",15625,49980,"Horde",2329,"14 years 9 months 30 days",16107909,18860,846.41
"Stormbreâker",2,0,1,"Tauri","The Knights of Death",15625,13300,"Horde",2966,"13 years 9 months 16 days",18366376,18330,803.06
"Herptick",5,0,8,"Tauri","Infernum",15615,141858,"Horde",1913,"12 years 7 months 21 days",25918118,19945,824.4
"Shren",5,0,5,"Tauri","Resurrection",15610,27343,"Horde",1717,"17 years 7 months 2 days",44600662,17970,
"Darkcrowx",1,0,6,"Tauri","Sinn Féin",15600,5320,"Alliance",3155,"16 years 9 months 1 days",12969762,19705,850.69
"Georghia",22,1,6,"Evermoon","Leviathan",15600,4168,"Alliance",2095,"5 years 9 months 15 days",8820905,18175,
"Caliøclýa",1,1,6,"Tauri","Lighting Darkness",15585,25454,"Alliance",0,"14 years 8 months 29 days",30135042,-1,
"Holyrose",10,1,2,"Evermoon","Competence Optional",15575,20700,"Horde",2883,"9 years 3 months 21 days",11729835,18450,833.25
"Meph",25,0,7,"Tauri","BOOSTED",15570,35836,"Alliance",1468,"17 years 7 months 2 days",34388554,20430,
"Yasutoshi",5,0,6,"Tauri","Lonely Wanderers",15570,5604,"Horde",2442,"15 years 0 months 14 days",15226466,18815,844
"Cälety",1,1,8,"Evermoon","",15565,25926,"Alliance",1383,"14 years 10 months 30 days",21959775,-1,
"Wind",5,1,4,"Evermoon","Stepup",15560,44320,"Horde",1590,"13 years 9 months 3 days",25330597,20500,
"Khinal",1,0,8,"Evermoon","Cinnabar",15555,61933,"Alliance",2462,"5 years 10 months 29 days",10903112,20525,852
"Stanchek",10,0,2,"WoD","Final Ascension",15555,6626,"Horde",2481,"10 years 5 months 14 days",23663666,19370,
"Musta",5,0,8,"Evermoon","Искатели легенд",15555,5964,"Horde",1586,"5 years 9 months 8 days",10376612,18355,
"Løgen",4,0,11,"Tauri","",15540,125371,"Alliance",1795,"17 years 7 months 1 days",37214053,18495,846.19
"Lilibeth",11,1,2,"Evermoon","Moonlight",15540,7107,"Alliance",2608,"14 years 5 months 8 days",12540760,18335,816.38
"Lindiana",10,1,5,"Tauri","KIN Allstars",15525,26123,"Horde",1667,"17 years 7 months 2 days",23497724,17905,
"Swiftment",1,1,4,"Tauri","Die Hard",15510,17660,"Alliance",1943,"10 years 10 months 23 days",21645479,21505,
"Stormspear",2,1,3,"Evermoon","Endless",15490,25786,"Horde",2464,"17 years 7 months 2 days",22312885,21245,846.56
"Arcane",1,0,8,"Tauri","Angel Rune",15480,21362,"Alliance",1705,"15 years 0 months 9 days",34423439,19000,846.47
"Griffenoires",22,0,6,"Evermoon","Tribunes of the Light",15470,785,"Alliance",2849,"6 years 5 months 13 days",7450909,18365,
"Delusiøn",4,1,11,"Tauri","",15460,26779,"Alliance",1555,"17 years 7 months 2 days",44075247,-1,
"Crinie",1,1,4,"Tauri","Lighting Darkness",15455,63969,"Alliance",1852,"14 years 1 months 20 days",24963874,17945,
"Namvadtka",1,0,2,"Tauri","Killepitsch",15445,13834,"Alliance",0,"12 years 3 months 20 days",17022837,-1,
"Thelastninja",1,0,4,"Tauri","Commodore Sîxty Four",15425,437875,"Alliance",0,"11 years 3 months 4 days",74855599,-1,
"Jashi",8,0,8,"Tauri","Conclusion",15420,28873,"Horde",1405,"17 years 1 months 2 days",15974083,-1,
"Felbathed",1,0,9,"Evermoon","Thunder",15415,1040,"Alliance",3319,"5 years 5 months 26 days",6297116,18310,849.47
"Liludu",4,1,11,"Tauri","Lighting Darkness",15410,13686,"Alliance",1950,"13 years 6 months 18 days",16942854,18430,
"Kelant",10,0,2,"Evermoon","The Echoes",15410,9332,"Horde",2060,"6 years 10 months 9 days",9315437,18870,852.75
"Sweetdreams",10,1,4,"Evermoon","Chaos Legion",15410,3866,"Horde",2546,"7 years 4 months 17 days",9258068,19035,851.19
"Kubolinek",1,0,1,"Evermoon","Brodate Drzewa",15410,3054,"Alliance",3436,"7 years 9 months 26 days",14669139,20490,844.47
"Insistentt",1,0,1,"Evermoon","",15385,52782,"Alliance",2689,"14 years 8 months 16 days",13768961,17735,
"Marisox",11,1,2,"Evermoon","Cara Máxima",15380,12901,"Alliance",3228,"5 years 0 months 29 days",12725301,18360,856
"Tyrandd",4,1,3,"Evermoon","Tempest",15375,50116,"Alliance",2560,"10 years 5 months 15 days",18861813,17495,816.56
"Pirostraktor",2,0,1,"Tauri","The Redeemers",15370,10599,"Horde",3911,"17 years 4 months 1 days",21735033,18765,
"Cutepunk",4,1,11,"Tauri","Shadows",15360,10716,"Alliance",1889,"12 years 1 months 10 days",22667958,17945,
"Ghorkee",2,0,6,"Evermoon","Holy Crusaders",15360,10042,"Horde",4478,"11 years 3 months 0 days",12652720,20130,821.06
"Sesnei",4,0,11,"Tauri","BOOSTED",15355,32598,"Alliance",5265,"14 years 2 months 15 days",17176377,18265,851.94
"Hellbringer",5,0,9,"Tauri","Seven Deadly Sins",15350,5639,"Horde",2143,"10 years 0 months 1 days",8062974,18370,852.4
"Darchi",26,1,10,"Evermoon","The Soup Store",15350,1860,"Horde",3182,"2 years 9 months 6 days",6482970,17960,850.31
"Mallorn",6,0,11,"Tauri","Ganksters Paradise",15345,17629,"Horde",1416,"17 years 0 months 5 days",24778573,19525,
"Cease",10,1,4,"Evermoon","Placeholder",15340,732,"Horde",3019,"5 years 10 months 3 days",14769587,17655,852.88
"Ruzt",1,0,2,"Evermoon","Mythic Regression",15315,2987,"Alliance",2274,"3 years 4 months 23 days",10354364,18220,840.56
"Garadinen",10,1,2,"Evermoon","The Unstoppable",15310,4636,"Horde",1986,"5 years 2 months 13 days",6868050,18075,846.31
